NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ADECCO GROUP,CH0012138605,39551,35893,35893,49843,51647,64164,55715,32407,32407,30599,37299.89
CLARIANT,CH0012142631,398001,398001,423070,402283,481913,430000,380000,390000,400000,320000,320000
HOLCIM,CH0012214059,100091846,100091846,165000000,164465688,141000000,135000000,121000000,110000000,119000000,78000000,75000000
ABB LTD N,CH0012221716,809000,891000,761000,761000,394000,361000,396000,225547,190070,156000,128000
THE SWATCH GROUP,CH0012255151,17464,17464,15457,15804,16303,16969,12450,15890,20422,18153,18153
KUDELSKI 'B',CH0012268360,3027,3027,2834,3338,4000,4497,,,,,633.13
BALOISE HOLDING,CH0012410517,4044,,3519,3987,4595,4536,4341,4341,3763,3659,4078.3
SONOVA N,CH0012549785,2254,1817,1559,1597,16494,14633,14145,12428,12428,10291,11729
LONZA GROUP,CH0013841017,436785,401000,401000,409800,425000,574000,1214000,1077000,1077000,321000,321000
VALIANT 'R',CH0014786500,294,294,1280,1092,1522,1522,1357,1161,1161,1039,1039
SWISS LIFE HOLDING,CH0014852781,6858,,8120,8854,8854,9341,6596,6596,8585,7406,7406
PSP SWISS PROPERTY AG,CH0018294154,14061,14061,10806,10806,9699,8704,8019,7193,7306,7306,6697
EFG INTERNATIONAL N,CH0022268228,610,610,410,232,320,558,603,673,636,698,698
PARTNERS GROUP HOLDING,CH0024608827,157,157,139,152,241,321,400,513,1179,962,962
SCHINDLER 'R',CH0024638212,98938,87071,134000,138000,133000,139000,146474,129680,129680,135905,142163
KUEHNE UND NAGEL INTERNATIONAL,CH0025238863,64355,64355,66087,70800,72742,71645,81693,108500,110000,181000,176000
LOGITECH 'R',CH0025751329,127,137,455,455,332,768,895,895,801,565,421
GEBERIT 'R',CH0030170408,,15380,137259,137259,135336,119447,115024,107403,114392,103782,103782
SULZER 'R',CH0038388911,24700,24700,20555,20555,16845,21219,21245,21545,20000,20000,17055
NESTLE 'N',CH0038863350,3985115,3985115,3700000,3600000,3500000,3300000,3300000,3300000,3370000,3240000,3160000
CHUBB,CH0044328745,13747,16471,16347,26146,27211,26048,26332,16313,19933,19933,22405
TRANSOCEAN,CH0048265513,1712927,1712927,1716100,1358834,778362,1391580,1391580,1143165,1076410,889663,932746
JULIUS BAER GRUPPE,CH0102484968,,134,1358,1638,1578,1784,1668,1957,2663,2496,2496
GARMIN,CH0114405324,13859,11822,12091,24326,27426,32503.6424,34646,39401,39401,43778,44375.82
SWISS RE,CH0126881561,,5140,5502,4500,4600,4200,5278,2962,2962,2902,2902
COCA-COLA HBC,CH0198251305,,344632,317694,291098,263238,268720,248872,233500,254835,254835,222053
RICHEMONT N,CH0210483332,18291,20000,13600,15400,15450,19500,15884,11300,11300,14792,14792
UBS GROUP,CH0244767585,,24122,13340,13340,13305,11522,10574,9972,10726,8570,8570
FLUGHAFEN ZURICH,CH0319416936,,,24773,24773,25324,27200,26218,26284,32632,32632,30264
SIKA,CH0418792922,,,,,53000,48000,88000,102528,156419,156096,160463
GEORG FISCHER,CH1169151003,,,,,,,,,84000,82000,80000
STRAUMANN HLDG.,CH1175448666,,,,,,,,,4988,5885,5885
DSM FIRMENICH,CH1216478797,,,,,,,,,,758649,606600
SGS 'N',CH1256740924,,,,,,,,,,108046,108046
AGUAS ANDINAS,CL0000000035,24561,28384,29257,26387,27316,35295,48451,48451,61127,61127,67631
CENCOSUD,CL0000000100,232570,232570,65652,152198,148723,148723,2275788,1797227,1797227,644185,559947
LATAM AIRLINES GROUP,CL0000000423,11844687,,11610378,11343650,11051171,11513608,,,,,9780288
INVERSIONES AGUAS METROPOLITANAS,CL0000001256,48185,48185,91049,29253,27316,27316,35295,48451,29544,67631,67631
EMPRESAS CMPC,CL0000001314,1394421,1420815,1420815,1244356,1441080,1942188,1948516,1948516,1875930,1809280,1809280
AES ANDES DEAD - DELIST.18/04/24,CL0002694637,,,,,,,,18466815,17291878,8895091,
BANCO ITAU CHILE,CL0002841873,,,,,,,,,,712,261
ANTAR CHILE,CLP0362E1386,,,,,,,,,,,
BANCO DE CHILE,CLP0939W1081,,3844,3234,2725,1855,2673,1718,1211,1211,1326,4016
BANCO SANTANDER CHILE,CLP1506A1070,3979,3979,2242,2414,2485,2485,627,627,463,483,483
COMPANIA CERVECERIAS UNIDAS,CLP249051044,121475,121475,103347,79362,77515,79289,76114,76114,92777,92777,91103
CAP,CLP256251073,2636755,2636755,1497610,1148568,1221715,1595969,1258412,1170458,2198278,1870828,1870828
BANCO DE CREDITO E INVERSION,CLP321331116,2670,2670,2242,852,1144,2667,871,911,911,599,395
COLBUN MACHICURA,CLP3615W1037,3048857,3890593,3713693,3669270,5742592,5420816,4874025,4520389,5219566,5219566,4166056
EMBOTELLADORA ANDINA SERIES B,CLP3697S1034,93774,93774,87095,81316,53155,74176,45977,55478,57393,53163,53163.37
ENEL GENERACION CHILE,CLP3710M1090,16139860,6181000,3923938,5761764,,5203696,4046486,4796822,4303000,5186000,5186000
EMPRESA NACIONAL DE TELECOMUNICA,CLP371151059,19651,19651,8977,13275,3177,7367,7367,4742,4742,7593,10101
ENEL AMERICAS,CLP371861061,16992000,7021593,6181000,8766000,7897000,6771008,6929755,6929755,6896000,6560000,6560000
FALABELLA SACI,CLP3880F1085,79236,79236,60973,87920,88208,86248,73915,73915,87820,122892,122892
EMPRESAS COPEC,CLP7847L1080,523927,523927,1864909,1000347,1050572,2674971,2367850,2488661,2623189,1391769,1307477
QUINENCO,CLP7980K1070,,,,,,,,,,,
VINA CONCHA Y TORO,CLP9796J1008,24730,30114,30114,33102,32239,43847,41196,33054,35227,35227,37281
CHINA VANKE 'A',CNE0000000T2,110778,46736,2102,2684,2019,4378,3860,2944,20626,25313,7807.32
CHINA INTL.MAR.CTRS. (GP.) 'A',CNE000000644,127508,127508,,121715,398147,378867,,,206638,206638,175034.35
SHAI.LJZ.FN&T.ZONE DEV. 'A',CNE0000009S5,,,5063,6444,4170,7778,7934,7934,2043,8313,
GUANGDONG ELEC.PWR.DEV. 'B',CNE000000HW5,,,,,,,,,,,
BENGANG STL.PLATES 'B',CNE000000RN3,8037297,8037297,5933078,5273146,,,,,,,
SHAI.ZHENHUA HEAVY IND. 'B',CNE000000SJ9,,,,47015,,,,,,,
INNER MONGOLIA YITAI COAL 'B',CNE000000SK7,1213283,1469740,1957752,2607316,2188824,4323657,15199800,14284200,14884400,16949946,16949946
YANTAI CHANGYU PION.WINE 'B',CNE000000T59,18840,,,,,,,,,,15113.13394
ZTE 'A',CNE000000TK5,30706,30706,24230,22092,12632,15499,2102,2102,79182,79182,43082
CHINA EASTERN AIRL. 'A',CNE000000TR0,,,,18714000,19582730,20811518,22493251,13842500,13842500,9823642,20124649.29
CHINA MERCHANTS BANK 'A',CNE000001B33,25646,30833,34869,22836,36112,39178,40700,40700,9952,10200,10200
CHINA MOLYBDENUM 'H',CNE100000114,,,,,275817,1135699.251,480000,530000,360000,760000,760000
SHANDONG WEIGAO GP MEDICAL POLYMER 'H',CNE100000171,7391,4317,35732,18941,18941,721,653,653,2561,3193,3193
CHINA CITIC BANK 'H',CNE1000001Q4,22313,27037,29454,5552,5552,7474,7118,5939,5939,5606,5293.39
AIR CHINA 'H',CNE1000001S0,17885021,17885021,19628179,20754044,21323303,23154845,23161051,23161051,15218000,9823000,22608000
ALUMINUM CORPORATION OF CHINA 'H',CNE1000001T8,22497397,22497397,22852881,15453112,15763654,54317862,39807400,24128600,57206600,69200000,66773600
ANGANG STEEL 'H',CNE1000001V4,,,,,10757216,17178706,17443117,,,,
ANHUI CONCH CEMENT 'H',CNE1000001W2,42601810,42601810,38473599,50107798,183344548,185402274,146036964,193896908,198131964,195591767,195591767
ANHUI EXPRESSWAY 'H',CNE1000001X0,3223,3223,3519,4298,,17752,1825,1448,1448,1312,913
BANK OF CHINA 'H',CNE1000001Z5,90496,95205,93215,55959,2174,2081,2054,2245,2543,79309,84740
BANK OF COMMS.'H',CNE100000205,39395,43651,2856,2856,2727,2727,3398,2554,3255,3525,20504
BEJ.CAPI.ARPT.'H',CNE100000221,24824,24824,23666,12534,1247,1530,919,919,798,776,776
BYD 'H',CNE100000296,77189,77189,86130,137161,157810,166504,186380,199406,199406,550932,550932
CHIN.COMMS.CNUT.GP. 'H',CNE1000002F5,1429235,1429235,4815131,4084794,3746601,3640413,3650427,3118937,3118937,3260491,3653492
CHINA CON.BANK 'H',CNE1000002H1,103451,112801,565,531,22948,17518,17936,18615,127378,127378,69497
COSCO SHIPPING HDG.'H',CNE1000002J7,9976390,11312857,10718234,8516686,15202710,15942568,15839266,21147901,22444414,20984768,19828201
CHINA LIFE INSURANCE 'H',CNE1000002L3,27669,27669,15078,20165,20958,4692,22837,22837,56112,48385,49860.25
CHINA NATIONAL BUILDING MATERIAL 'H',CNE1000002N9,90726848,90726848,77260134,56847272,53730528,76683751,101106986,101106986,250657954,216670000,192100000
CHINA OILFIELD SVS.'H',CNE1000002P4,808362,808362,710453,716874,849890,900675,1036502,1022833,1115057,1129716,1129716
CHINA PTL.& CHM. 'H',CNE1000002Q2,153907137,153907137,138834662,100687126,123050000,128570000,125680000,128580000,148380000,137720000,137720000
CHINA SHENHUA EN.CO.'H',CNE1000002R0,9613759,17182722,19601109,233564343,98714220,127140911,146386383,126680000,126680000,172390000,172390000
COSCO SHIP.EN.TRSP. 'H',CNE1000002S8,1851354,,,,2774580,2774580,3147538,3155039,3155039,3688903,3390889.15
CHINA SOUTHERN AIRL.'H',CNE1000002T6,17849377,18940000,21310000,23163100,25279400,27023300,28458900,19207562,19108600,14327500,25696200
CHINA TELECOM 'H',CNE1000002V2,244646,244646,264673,271823,235756,290000,210000,210000,280000,200000,200000
DGI.PWG.'H',CNE1000002Z3,250807574,250219383,,147920069,147820765,166861805,,,,191860000,191860000
DONGFANG ELECTRIC 'H',CNE100000304,68502,,,75274,,45544,31523,29453,38453,113599,81000
DONGFENG MOTOR GP.'H',CNE100000312,57794,57794,125936,211426,177396,584621,536789,536789,494900,396900,
GUANGSHEN RAILWAY 'H',CNE100000379,,,,606874,482425,317313,,,,,
HARBIN ELECTRIC 'H',CNE1000003C0,33366,33366,32287,50767,53409,64287,64287,134786,96716,96716,101981
HUADIAN POWER INTERNATIONAL 'H',CNE1000003D8,,99501274,170109600,173639599,146960000,164309000,167858000,167858000,171966000,169967000,178836928.7
INDL&COML.BOC.'H',CNE1000003G1,,134667,124201,80958,84004,127603,3209,3068,4657,97400,97400
JIANGSU EXPRESSWAY 'H',CNE1000003J5,7045,7045,8909,23826,12332,12332,17967,2055,2055,2756,4104
JIANGXI COPPER 'H',CNE1000003K3,9413625,9413625,8536335,7037531,7099204,8781729,7337434,8127598,10471634,272200,263100
MAANSHAN IRON & STL.'H',CNE1000003R8,,,,8131247,8971796,14921209,12889430,,12874251,18663943,35802000
PETROCHINA 'H',CNE1000003W8,120661067,120661067,117862087,112808122,84073267,125494726,132170000,127570000,121390000,119680000,119680000
PING AN INSURANCE (GROUP) OF CHINA 'H',CNE1000003X6,24180,24180,18409,20049,43142,62103,7156,2114,2114,2818,2818.15
SHANGHAI ELEC.GP.CO.'H',CNE100000437,128243,128243,104192,145828,138676,154226,123481,149943,137200,137200,80450.61
SINOPEC SHANGHAI PETROCHEMICAL 'H',CNE1000004C8,5394383,5394383,4745805,3303732,2934996,8752834,9225109,8692302,8692302,8093700,
TSINGTAO BREWERY 'H',CNE1000004K1,241592,241592,225931,184203,159482,149862.4651,151169,151169,235455,188948,188948
WEICHAI POWER 'H',CNE1000004L9,118527,118527,175798,132766,142612,283232,121597,106641,106641,178925,178925
YANKUANG ENERGY GROUP COMPANY 'H',CNE1000004Q8,2233690,3414893,4764587,6339680,6394585,8794111,13660920,10342500,10342500,13633000,13633000
ZHAOJIN MINING IND.'H',CNE1000004R6,257060,257060,221071,221786,234622,250732,302193,300860,300860,15133,15133
ZHEJIANG EXPRESSWAY 'H',CNE1000004S4,7434,7434,10490,23682,3041,3378,3888,4141,4984,4984,9550
ZIJIN MINING GROUP 'H',CNE100000502,2016684,2016684,2111466,2946773,449766,449766,1628488,2206135,2206135,3120000,3120000
COSCO SHIP.DEV.'H',CNE100000536,6811487,6811487,5809653,5441154,2302046,2727738,2315589,,1376334,42018,20976
GUANGZHOU R&F PROPS.'H',CNE100000569,13432,13432,18684,16686,16335,18452,111283,111283,106252,124534,93181
PICC PROPERTY & CLTY.'H',CNE100000593,20466,20466,20970,13385,14513,18881,119,110,149,136,136
HUANENG POWER INTERNATIONAL 'H',CNE1000006Z4,403627244,413795122,292875400,304595451,335593000,348105100,336154200,336154200,333288800,410840251,363277000
CEZ,CZ0005112300,,28141103,28675122,27666116,28856979,27850900,27414741,24732463,18994509,18161112,15954322
TELF.O2 CZECH REPUBLIC DEAD - DELIST.25/02/22,CZ0009093209,11088,11088,94893,73154,4793,,,,,,
UNITED INTERNET,DE0005089031,2762,2762,2973,6082,7038,4455,3750,3074,2173,2173,5076
DEUTSCHE BANK,DE0005140008,96858,96858,59131,61721,53190,51083,49712,41458,41458,43884,18735
BMW,DE0005190003,492798,492798,536168,562146,625072,581703,642259,642885,699713,694057,713933
BEIERSDORF,DE0005200000,61796,61796,35465,37557,43180,29928,80419,93057,100458,90349,77480
LEONI DEAD - DELIST.21/08/23,DE0005408884,57887,57887,12430,12245,11702,70661,24884,,,,
CONTINENTAL,DE0005439004,659248,692000,727000,793895,820000,900000,840000,780000,820000,760000,690000
LANXESS,DE0005470405,1770000,1762000,1643000,1741000,1975000,1524000,1504000,1263000,1284000,1284000,843000
DEUTSCHE POST,DE0005552004,5120000,5220000,5600000,5680000,5900000,6300000,6380000,6580000,6580000,8300000,8250000
DEUTSCHE TELEKOM,DE0005557508,338481,338481,299780,289190,289190,276727,276727,235261,235261,212044,199023
FRAPORT,DE0005773303,42100,38000,39700,40300,40100,42900,37337,37337,27100,25500,32600
FRESENIUS,DE0005785604,675196,675196,149561,136794,606000,519000,517000,537000,578000,563000,308000
FRESENIUS MED.CARE,DE0005785802,361015,361015,84235,71417,50762,218000,227300,242200,262600,258400,260800
DEUTSCHE BOERSE,DE0005810055,4749,1052,5467,4992,2878,4346,5831,5831,4931,1063,4900
BILFINGER BERGER,DE0005909006,58359,58359,52822,52623,37629,30718,27486,54180,35608,35608,35643
HEIDELBERG MATERIALS,DE0006047004,53336281,53336281,55064408,54246676,74400000,76700000,73080000,68400000,69490000,65910000,63280000
HENKEL PREFERENCE,DE0006048432,307500,307500,349000,350000,365000,353000,351000,336000,343000,284000,221000
HOCHTIEF,DE0006070006,3438253,3438253,2977060,2007542,2251970,2891322,2811519,2504417,2504417,279575,273825
SALZGITTER,DE0006202005,6226718,6226718,5587485,5270835,8470000,8710000,8402000,8402000,8196000,8002000,8002000
INFINEON TECHNOLOGIES,DE0006231004,50917,193884,237868,295869,259078,237214,264203,229890,298246,312076,246126
MLP,DE0006569908,,,,194,480,1108,1108,2915,2968,2968,
MERCK KGAA,DE0006599905,342778,342778,327000,386000,374000,354000,359000,1706000,1522213,1425000,1236000
GEA GROUP,DE0006602006,79350,79350,59272,40318,33332,39983,36711,30394,30394,32292,30869
PUMA,DE0006969603,6689,6689,,,7678,6918,6326,4179,4046,6206,6403
RHEINMETALL,DE0007030009,360090,360090,397998,252289,252289,311941,90076,90076,144151,115583,143386
RWE,DE0007037129,165700000,156600000,152300000,154000000,135600000,120400000,91700000,70400000,86900000,86900000,61900000
RHOEN-KLINIKUM,DE0007042301,32659,35803,34231,34200,37080,37512,,,,,
MERCEDES-BENZ GROUP N,DE0007100000,1052000,1030000,1060000,1056000,1192000,1247000,1239000,1027000,681000,569000,538000
SAP,DE0007164600,,144000,155331,160674,149540,142554,152495,97370,96000,108000,112800
SIEMENS,DE0007236101,998000,998000,845000,855593,862000,821000,768000,768000,386000,393000,387000
CECONOMY,DE0007257503,1032297,1015157,871837,,,28500,17400,22600,22159,23200,23200
SUEDZUCKER,DE0007297004,496870,496870,608485,530649,528269,592172,506957,652948,729670,2400000,2500000
HEIDELB.DRUCKMASCHINEN,DE0007314007,44835,44835,27065,27456,27479,34852,23693,21217,21217,25668,19386
THYSSENKRUPP,DE0007500001,26700000,32000000,32600000,32600000,22100000,22600000,21800000,21800000,23200000,21420000,22900000
WASHTEC,DE0007507501,,,,,7057,5824,5337,9383,,,
VOLKSWAGEN PREF.,DE0007664039,4288061,4288061,3960000,4230000,4200000,3910000,3770000,4340000,4740000,4460000,4030000
DEUTSCHE LUFTHANSA,DE0008232125,,,28029100,29250821,28949145,32790778,32790778,11509756,13823320,23210476,26822114
HANNOVER RUECK,DE0008402215,0,0,0,0,0,0,0,0,24,158,6.31
ALLIANZ,DE0008404005,72192,65887,65328,55991,52527,46734,42011,31475,28699,30953,31774
MUENCHENER RUCK.,DE0008430026,71530,71530,58929,47761,47880,45730,44023,44105,47598,43664,33093
NORDEX,DE000A0D6554,19344,19344,19061,8940,8940,9672,9672,14074,14074,14181,27164
MTU AERO ENGINES HLDG.,DE000A0D9PT0,56557,56557,27716,36788,36788,33280,38160,34800,39900,37738,39600
HAMB.HAFEN UD.LOGISTIK,DE000A0S8488,80596,80596,81961,74000,74000,82300,82300,83600,75700,74500,65400
AIXTRON,DE000A0WMPJ6,1664,1664,920,956,975,151,151,250,304,304,197
ADIDAS,DE000A1EWWW0,12700,13047,10494,10063,11702,12379,6620,6620,12908,21856,21779
SOFTWARE N DEAD - DELIST.26/08/24,DE000A2GS401,,,,959,751,788,559,185,234,234,162
BASF,DE000BASF111,18842000,18450000,18375000,18036000,17689000,21346000,15855000,17526000,17721000,16556000,15562000
BAYER,DE000BAY0017,4086000,4020000,4410000,4300000,2500000,3900000,2030000,2010000,1930000,1910000,1890000
COMMERZBANK,DE000CBK1001,44285,41368,38183,38183,40749,37453,37001,28313,28313,21613,17418
MCKESSON EUROPE DEAD - DELIST.15/06/23,DE000CLS1001,21957,21957,,,,,,,,,
E ON N,DE000ENAG999,117200000,97900000,80100000,4610000,5040000,4870000,4910000,3560000,3710000,2880000,2010000
K S N,DE000KSAG888,1570473,1570473,1622294,1447140,1800000,2400000,2400000,2400000,2000000,2000000,1900000
PROSIEBENSAT 1 MEDIA,DE000PSM7770,,7757,4649,2933,2456,1910,1910,1599,1615,1615,1618
TUI N,DE000TUAG505,,,,,,,,,,5214576,5214576
CARLSBERG B,DK0010181759,592170,592170,580567,511179,531836,489639,494352,415000,450000,274000,261000
ROCKWOOL B,DK0010219153,1298664,1298664,1274966,1270000,1270000,1510000,1410000,1643229,1500000,1450000,1230000
FLSMIDTH AND B,DK0010234467,24008,12700,13460,13460,27236,27236,16321,10888,11130,10211,10211
A P MOLLER MAERSK B,DK0010244508,33692000,32406000,33044000,35917000,35579000,38826000,36204000,33902000,36863000,34150000,34138000
GN STORE NORD,DK0010272632,8902,8775,5742,6824,7865,11875,8794,8794,12921,2224,2414
DANSKE BANK,DK0010274414,3575,2713,2713,1448,1472,1536,790,810,787,468,201
NKT,DK0010287663,39046,39046,23849,,7983,14416,7815,12053,15748,13215,13215
JYSKE BANK,DK0010307958,1600,1600,1767,1023,1012,1846,759,738,655,603,603
SYDBANK,DK0010311471,820,820,645,459,502,529,821,382,382,373,373
DSV,DK0060079531,3171000,3388000,3687000,6313000,6246000,7313000,7313000,80000,135000,215000,215000
NOVOZYMES B,DK0060336014,40204,40000,39000,39000,39000,38000,40000,37000,43000,46000,46000
COLOPLAST B,DK0060448595,9201,9201,8069,9318,11500,10700,11300,11100,11100,20300,21200
TOPDANMARK DEAD - DELIST.21/10/24,DK0060477503,1701,1482,1514,1514,1741,1669,1383,1352,1458,1458,887
TRYG,DK0060636678,,766,963,2307,1208,2447,1437,915,777,953,953
DEMANT,DK0060738599,,,2517,2521,2521,2049,7727,5019,8040,10851,12316
VESTAS WINDSYSTEMS,DK0061539921,,,,,,,,71000,99000,98000,98000
H LUNDBECK A,DK0061804697,,,,,,,,,24689,24689,22918
EASTERN TOBACCO,EGS37091C013,,,,,11054,7096,8757,9005,9005,9418,9418
ALEXANDRIA MRL.OILS,EGS380P1C010,373350,373350,,176629,90796,103866,,,,,
SIDI KERIR PETROCHEM.,EGS380S1C017,,,132386,103963,49467,81738,,,,,
EZZ STEEL,EGS3C251C013,3697429,3697429,2410844,2487712,1651963,3115170,,,,4077765,2439209
EL EZZ ALDK.STEEL ALEXA.,EGS3D041C017,,,,,,,,,,,
ELSWEDY ELECTRIC,EGS3G0Z1C014,,,,,15686,25909,5284,5284,13195,31832,38319
TELECOM EGYPT,EGS48031C016,7379,7379,,8268,3625,4525,5260,8194,12719,12719,9157
QATAR NATIONAL BANK,EGS60081C014,,,,,,,,,,,
COML.INBLK.EGY. (CIB),EGS60121C018,1498,1498,1524,1094,941,1307,5606,2704,6185,5148,5672.46
GB CORP,EGS673T1C012,,,,,,,,,,,
EFG HERMES HDG.,EGS69101C011,327,327,200,127,82,85,701,728,370,370,292
ATRESMEDIA CORP,ES0109427734,2463,2463,3282,1552,1552,1798,1789,1860,2039,2039,2433
EBRO FOODS,ES0112501012,125568,125568,113001,174221,174221,185175,199893,199893,217051,217051,171685
BBV.ARGENTARIA,ES0113211835,,5115,5549,12948,12124,12124,17631,12466,49639,41395,38005
BANKINTER 'R',ES0113679I37,305,305,366,407,409,1053,1081,1392,1547,1547,1538
BANCO DE SABADELL,ES0113860A34,560,560,600,648,763,1151,3088,2410,4973,4973,3243
BANCO SANTANDER,ES0113900J37,31642,31642,29078,26995,28941,31227,22691,24818,25672,21967,25755
NATURGY ENERGY,ES0116870314,21830962,19840000,22423400,19574000,20500000,18300000,15400000,15400000,12965240,14741483,12463378
CORPORACION FINCA.ALBA,ES0117160111,2142,2142,412,502,611,836,1100,1829,3009,3009,1566
INDRA SISTEMAS,ES0118594417,6427,,6115,785,1957,1957,828,1764,1764,1759,1681
FOMENTO CONSTR.Y CNTR.,ES0122060314,240952,9273269,9273269,9711807,6430069,8215345,7870743,6900204,6900204,6504153,6045270
MAPFRE,ES0124244E34,9789,9935,14043,13445,13271,13271,11669,8400,10035,9939,9939
ACCIONA,ES0125220311,757837,398000,427292,570601,570601,681488,131685,125586,147758,159652,181819
ENDESA,ES0130670112,54676230,46638461,32737160,29089037,29089037,31698840,17470846,10298760,10702129,13698169,11787198
ENAGAS,ES0130960018,516785,428329,272728,263540,266357,276176,275889,275889,263517,385410,385410
ACERINOX 'R',ES0132105018,198922,198922,210646,233376,237563,222638,730610,816337,816337,974009,872253
FAES FARMA,ES0134950F36,3724,3724,2845,3233,3030,4558,3239,3189,3189,3782,3782
OBRASCON HUARTE LAIN,ES0142090317,257296,257296,177214,197757,196792,171504,113459,111864,111864,95130,95130
IBERDROLA,ES0144580Y14,31768770,30217000,31752000,25626096,26846490,24645098,26530725,26530725,13207008,11927119,10587589
INDITEX,ES0148396007,22252,22252,21347,20689,18550,20994,17311,12986,12986,11232,11512
MEDIASET ESPANA COMUNICACION,ES0152503035,2454,2454,252,813,1278,521,525,590,789,789,
MINOR HOTELS EUROPE & AMERICAS,ES0161560018,61053,61053,71016,75574,,38470,59433,33650,48858,48858,44329
